id,a,b,c,delta
1,0.03350114155722149,1.4313171705932946,1.464880070152633,118.26749592565261
2,0.017314826890076074,1.6427489414649519,4.2178962025624465,121.99880358155124
3,0.14173944291520915,1.8809542336168414,1.4571191526594391,80.7961205700581
4,0.06562834109940223,1.3611832292258472,1.2776932749239567,151.21228403952887
5,0.12458478540935297,1.9395843406947733,2.097101546846617,121.39311598094169
6,0.06607584502276266,1.7736007227115373,2.1245447711289502,98.58998826630086
7,0.06736331208292054,1.8474569603590214,2.027007402647075,45.6316502892994
8,0.10831488657022449,1.073325990234519,0.556168440553882,76.74129521391413
9,0.03825642165430302,1.069091736085892,0.7460230027275228,145.84227397252067
10,0.15517045700606297,1.6293109811015585,1.011480467239296,161.33674692158488
11,0.14843500565769585,1.6019150932467303,1.1318045087058908,133.87042499302697
12,0.24415955990099852,1.9595718946209462,0.31551930224611724,77.5907198732578
13,0.5529087586250836,1.6494597804405826,0.08282283359316117,169.98779255899476
14,0.09931070513992869,1.2784947184190125,0.8049818009498478,57.308781998796285
15,0.08812568637748991,1.6366530961690713,0.8330300612481787,143.47894310282894
16,0.14435442826058167,1.8169355933210012,0.6107121583311919,104.50063793999679
17,0.030493804450992923,1.914477043057396,1.444464027776915,115.80985855942484
18,0.42049393820699826,1.9892530558019583,0.2193645106785822,101.39885847007503
19,0.07010513830267741,1.488327860442538,0.5981656784136996,45.614718767177976
20,0.15443435818801488,1.745010923593318,1.0281955240117304,83.23566167789909
21,0.30026620538161003,1.2266853529652206,0.20812139188509268,136.57880281374037
22,0.23008469052543085,1.7482874348665365,0.4754071804710854,139.15741360556063
23,0.073590432826554,1.2566114893133347,1.1734150636972378,196.85624626059
24,0.21671354837142415,1.3448812150481217,0.16181296919285454,107.55393052010852
25,0.1892098186565968,1.955052637903329,1.4583035867542566,190.29840902543916
26,0.3299703946512325,1.983368806654243,0.6655153816312968,140.72680141173674
27,0.08244962135529486,1.4629230555295205,1.2196375673933384,118.79548966173924
28,0.14928497356608278,0.8514520718165097,0.2528254641233426,197.55834271317312
29,0.1889110092044166,1.468969552640603,0.8938233277837283,195.44077004826758
30,0.046198056777560746,1.948752736896088,2.1305158959055106,198.42039037527738
31,0.05537590680549321,1.7996413942098362,2.1456828859130357,141.86749917430325
32,0.06382113516785069,1.59103092849129,1.79963113554468,185.46205360961716
33,0.1059509349249076,1.9535069565240861,2.4101984829859866,136.3077891883865
34,0.0908154118014165,1.47226673573121,1.4798380091583143,147.26162144691116
35,0.044527585577305885,1.9807847770660816,3.8618407172269262,196.2817410439046
36,0.4951706307845643,1.5179481586822074,0.11828041036846611,197.95685372121625
37,0.28450766851893283,1.4341764497349914,0.38635353473904666,167.49222510514235
38,0.24409557266058796,1.5196964804657735,0.14925638395707086,30.577410936653074
39,0.2986150560311357,1.723725871507209,0.10443662611043208,108.49023920145765
40,0.05128134970978026,0.8564850550978677,0.2355167216489295,168.86387326438913
41,0.1301528542030525,0.8218911617654275,0.20979449165686773,124.44808950576017
42,0.06369224804944838,1.0585230143714988,0.14707375862609892,154.81754706226974
43,0.0717510957147502,1.7171097219669051,1.3321720298911754,30.091172912271862
44,0.17277824611009934,1.6709597067648159,0.9486032295832025,148.19850999563056
45,0.40106703404259725,1.6560289990148513,0.22452058795521238,72.09346902166129
46,0.09343587707619322,1.4404009367535004,1.5678640189368642,191.30534589263192
47,0.04523645894651183,1.1338069530235455,0.7434213898646008,126.26434114393254
48,0.12860781175623098,0.8412299209430009,0.29021696988647944,100.41421794180239
49,0.035669593482213637,1.8105443061883357,1.7210578172520534,121.4146344212639
50,0.3161060886443877,1.7821617674725174,0.2062805222864359,175.69884064228577
51,0.011597618180746769,1.713052584107829,2.758615156895708,125.58794411045747
52,0.020156443952841382,0.9448547244508394,0.5838277245525334,99.01958324104837
53,0.02170147414553552,1.322018267296919,1.294145918860834,50.18202584296741
54,0.1778525249461208,1.2978705354791162,0.321095007389412,34.856671659856396
55,0.06609618664548624,1.9709774884557074,2.3598341820571407,53.931408458079545
56,0.10998513262911627,1.2317854642770163,0.028896918752179434,89.90803490577686
57,0.6249686664523785,1.7095414613628228,0.054417686681818525,152.6818567123808
58,0.2544424986124673,1.4314329023968866,0.3606571517375298,112.64054526003765
59,0.01454165281029108,1.814073599784837,4.081777130059202,173.38350572592947
60,0.175677824190009,1.266171728325454,0.38002567212581334,170.37727605259673
61,0.45829740870006574,1.4649828589814455,0.11099967418047577,121.07978085766564
62,0.1388003182463798,1.1438587104966937,0.6362648137637048,133.73741051402362
63,0.1080651201973138,1.3846329035857332,1.1739161489251753,146.39337509216654
64,0.4972789787917058,1.2511330257839712,0.062677529726584,111.55446101978539
65,0.2477222441795924,1.6453163258349393,0.5396370329936254,167.51081109287605
66,0.218191346525143,0.8504698661439394,0.08063361482512292,41.79286373357726
67,0.13006356803249208,1.8630356941751796,0.8449404212444048,50.2513288097572
68,0.19343308156380945,1.9670271926081018,0.7993102007204363,44.00976969234559
69,0.09437324349473185,1.9656985431626404,0.9530662077914287,120.69243194471343
70,0.4065619164032502,1.9743579661930233,0.2308044957798239,159.22446903394336
71,0.590387144715359,1.5847982922607136,0.027242495170368208,133.3802615731952
72,0.015206435768724987,1.5348405008470696,0.694535020327605,48.88450886536952
73,0.29114118831927915,1.9803490233404561,0.3213505150311381,152.60084676363624
74,0.030934666450197976,1.7432255716103247,4.211604311351829,197.81738702586685
75,0.33706624354273135,1.5952722998812305,0.20096476870951863,177.70068766509038
76,0.4573450288769058,1.923166641297939,0.11424456364014915,121.55483766941684
77,0.36471113559082086,1.993657930928396,0.2230327706806812,84.66091019825646
78,0.033986427539449734,1.1367197245921183,0.6445931239232645,198.4076881550452
79,0.24517457505152918,1.4201337450177003,0.15881806537393542,194.22120396705475
80,0.07470111435395682,1.3193512543530441,1.1515177935293999,120.8507573020881
81,0.2694570536880147,1.305444178288166,0.4288719057339789,181.0824219856053
82,0.10578767666007731,1.820160681163522,0.7883527871104652,131.41893600407167
83,0.011201805563485092,0.6065752419062547,0.3878694795419194,183.54227536200608
84,0.03797280528578388,1.8850578425956779,3.5901199343355525,188.45861640416464
85,0.2635321507975229,1.5463624008596604,0.4913132182384346,107.63635953957903
86,0.0871704413887365,1.6593542205261547,1.469254208664756,146.67600385417995
87,0.09193265294197192,1.161011095799367,0.08657110155316484,78.64957153387547
88,0.05839265751004913,1.6448986340696137,0.6148920869054095,73.87928766520056
89,0.05077284297247001,1.668414825909828,1.2059427142349517,81.45286641585409
90,0.07248590963320044,0.8085713241584438,0.37611720043887165,181.25146152315946
91,0.20619020783236577,1.1900589718667964,0.022768647976039388,135.43483588091172
92,0.11988311023034874,1.996462965537043,2.6431442056399783,104.07001393451083
93,0.10617487457433514,1.2635263037313549,0.27639304045818225,172.555477053638
94,0.08233472967005155,1.434052651765374,0.20802476524572472,172.5845402500012
95,0.07521523792041765,1.458131849064754,1.6405138405547985,102.06281158219295
96,0.07274349014094825,1.6084218561976265,2.388070737873438,124.76241468561733
97,0.062352832933919855,1.9183477950563206,1.4137570436124123,94.37359928107837
98,0.28362041303091357,1.4419363738178759,0.5044591327922492,176.6076325229519
99,0.20221412480947037,1.9202391150901015,0.27223969670882736,86.59178077004138
100,0.22310643231812985,1.7856400262320693,0.2466891960996588,49.605283802426
101,0.14237990396163971,1.9474183518510353,1.930740235708794,118.87363933482781
102,0.2516297914401506,1.75743341584409,0.5416711696663726,51.325336042991715
103,0.3325179040437412,1.6085206148722233,0.07302733759511326,75.39082713781768
104,0.0904321459227483,1.8429749306275576,0.7192767233438372,22.66540008472788
105,0.014514543767843852,1.7727092943571696,3.9071772221826953,165.19040821810128
106,0.08717928060677654,1.4252671678520135,0.6864375166413835,154.2161629968775
107,0.10911718171048802,1.9948827768434905,1.974810083119003,184.61136690135265
108,0.1273972093955051,1.6403651128013617,0.5438437315659946,141.16776138535116
109,0.0750644951205505,0.9880109864329039,0.09844605925117124,127.85049275664613
110,0.1578143726732567,1.578755009507812,0.7306975515778983,169.39544703881836
111,0.29397220125586415,1.8584223893711056,0.4156181680629105,146.5539348726565
112,0.24929787620286584,1.7907763882431356,0.9850684643070606,179.73208374667863
113,0.14296641639596636,1.5174114703633883,0.3594461585515646,26.954750963501997
114,0.07526569145945575,1.7427817547044073,1.2022045518247941,118.66919058377792
115,0.21578789903295392,1.914456004259113,0.32603544233596277,174.18739870942744
116,0.1300087410693085,1.913895086331558,1.7667328081394387,95.54980210059314
117,0.09272237489030255,1.965430490845025,3.015392089511459,190.6488977555551
118,0.02318673962624295,1.2361745494814564,0.21820478751720532,172.61061214255417
119,0.27958482260335155,1.2908560814563894,0.1825259633899921,81.2861147026477
120,0.3037543148213409,1.7941682608325529,0.20365234498501641,75.17564839025985
121,0.11672994061537026,0.5987651933878342,0.06714232492230997,102.0084719464434
122,0.09581889184441608,1.259739847399322,0.4078797309492128,180.34934941165415
123,0.09173528637877477,1.3722977648840073,1.2807678729249845,145.32637643157926
124,0.12143256468520068,1.7063052766797675,0.4181460163278216,174.17972892061812
125,0.10304147881343227,1.4336307666255061,0.3034612574074967,92.83066648466814
126,0.10453358694933612,1.717112566052999,1.937024702634902,192.38870352208096
127,0.12501135702821317,1.0390459676642438,0.02731910586536818,107.86874143110867
128,0.24657146976818733,0.8894540862140922,0.15637803401405906,156.03057937663476
129,0.01637948990372431,1.89807964203364,2.5726357820605146,88.06075386700535
130,0.1440002884110764,1.8030977320380388,1.5613706592610856,131.02000246173048
131,0.06346190972497584,1.8397570662766038,2.69051108768024,75.27479333531753
132,0.37872795697697337,1.935081491940355,0.06895001035172553,96.02480865718073
133,0.010307505338783112,1.8459172054901907,3.7705241488616092,156.0579690586212
134,0.010197840526805559,1.8890874038475758,2.31177539965212,43.17365193348495
135,0.039755203915411826,1.837610354339105,2.121529596983697,153.36410919663726
136,0.014407948171721387,0.7761478941624113,0.7459150651134523,131.3133098844482
137,0.11821238008237211,1.3607913458846288,0.8636074418526316,154.05707879565156
138,0.1263690519976851,0.5248439237505957,0.021144649613972742,95.48713369951817
139,0.17437724969751797,1.8313773509561204,0.5633854439344927,124.0312759395838
140,0.3154970978176231,1.3457224566854356,0.06706890158544614,176.58802282260487
141,0.02678209510916417,1.7145946969408854,3.540499404458411,184.64644129367352
